,t,N_pump,p_pump,eta_pump,tau_pump,tau_turbine,T_gg_comb,Pcc_gg,MR_gg,dp_dt_gg,m_dot_gg_inj_fu,m_dot_gg_inj_ox,p_gg_inj_ox,p_gg_inj_fu,T_me_comb,Pcc_me,MR_me,dp_dt_me,m_dot_me_inj_fu,m_dot_me_inj_ox,p_me_inj_ox,p_me_inj_fu,m_dot_gg_mov,m_dot_gg_mfv,m_dot_me_mov,m_dot_me_mfv
271,[0.05897056],[2405.18517604],3000000.0,[0.],[1.11737969e-08],[1.73111328],[1174.29240274],[993131.22289283],[1.88167803],[1.57019597e+08],[0.00948393],[0.01784569],[3134473.87151179],[1600250.6946525],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16555702],[0.1364131],[0.],[0.]
272,[0.05898834],[2405.18517604],3000000.0,[0.],[1.12482287e-08],[1.73794621],[1173.87130786],[995919.86983753],[1.88114701],[1.57072604e+08],[0.00950261],[0.01787581],[3144462.66318932],[1605416.90576705],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16542158],[0.13636405],[0.],[0.]
273,[0.05900614],[2405.18517604],3000000.0,[0.],[1.13230382e-08],[1.74478315],[1173.45333127],[998712.58834991],[1.88061989],[1.57123871e+08],[0.00952126],[0.01790586],[3154451.28307867],[1610586.08574663],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16528372],[0.13631332],[0.],[0.]
274,[0.05902396],[2405.18517604],3000000.0,[0.],[1.13982275e-08],[1.75162411],[1173.03845302],[1001509.40118041],[1.88009661],[1.571734e+08],[0.00953985],[0.01793584],[3164439.73140263],[1615758.25755598],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16514346],[0.13626093],[0.],[0.]
275,[0.0590418],[2405.18517604],3000000.0,[0.],[1.14737989e-08],[1.75846908],[1172.62662563],[1004310.3311632],[1.8795771],[1.57221188e+08],[0.0095584],[0.01796576],[3174428.0083633],[1620933.44436885],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1650008],[0.13620688],[0.],[0.]
276,[0.05905966],[2405.18517604],3000000.0,[0.],[1.15497547e-08],[1.76531805],[1172.21778347],[1007115.40116985],[1.87906132],[1.57267235e+08],[0.00957691],[0.01799561],[3184416.11414203],[1626111.66957163],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16485576],[0.13615119],[0.],[0.]
277,[0.05907755],[2405.18517604],3000000.0,[0.],[1.16260971e-08],[1.77217101],[1171.81188266],[1009924.63407906],[1.87854921],[1.57311538e+08],[0.00959538],[0.01802538],[3194404.04889948],[1631292.95676721],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16470835],[0.13609386],[0.],[0.]
278,[0.05909545],[2405.18517604],3000000.0,[0.],[1.17028285e-08],[1.77902795],[1171.40887976],[1012738.05281956],[1.87804072],[1.57354096e+08],[0.00961379],[0.0180551],[3204391.81277559],[1636477.32977875],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16455858],[0.1360349],[0.],[0.]
279,[0.05911338],[2405.18517604],3000000.0,[0.],[1.17799511e-08],[1.78588885],[1171.00873177],[1015555.68037429],[1.87753579],[1.57394909e+08],[0.00963217],[0.01808474],[3214379.4058896],[1641664.81265365],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16440646],[0.13597433],[0.],[0.]
280,[0.05913133],[2405.18517604],3000000.0,[0.],[1.18574673e-08],[1.79275373],[1170.61139615],[1018377.53978461],[1.87703436],[1.57433975e+08],[0.0096505],[0.01811432],[3224366.82834003],[1646855.42966752],0,100000.0,0,0,0,0,[100000.],[100000.],[0.164252],[0.13591215],[0.],[0.]
281,[0.05914931],[2405.18517604],3000000.0,[0.],[1.19353795e-08],[1.79962256],[1170.21683076],[1021203.65415453],[1.87653639],[1.57471294e+08],[0.00966879],[0.01814383],[3234354.08020463],[1652049.20532827],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16409521],[0.13584836],[0.],[0.]
282,[0.0591673],[2405.18517604],3000000.0,[0.],[1.20136901e-08],[1.80649534],[1169.82499391],[1024034.04665501],[1.87604183],[1.57506863e+08],[0.00968703],[0.01817328],[3244341.16154041],[1657246.16438019],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16393611],[0.13578299],[0.],[0.]
283,[0.05918532],[2405.18517604],3000000.0,[0.],[1.20924013e-08],[1.81337206],[1169.43584429],[1026868.7405282],[1.87555061],[1.57540682e+08],[0.00970523],[0.01820266],[3254328.07238355],[1662446.33180825],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1637747],[0.13571604],[0.],[0.]
284,[0.05920337],[2405.18517604],3000000.0,[0.],[1.21715158e-08],[1.82025271],[1169.04934101],[1029707.75909178],[1.8750627],[1.5757275e+08],[0.00972339],[0.01823197],[3264314.81274941],[1667649.73284231],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16361099],[0.13564752],[0.],[0.]
285,[0.05922144],[2405.18517604],3000000.0,[0.],[1.22510359e-08],[1.8271373],[1168.66544355],[1032551.12574333],[1.87457803],[1.57603065e+08],[0.00974151],[0.01826122],[3274301.38263244],[1672856.39296159],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16344499],[0.13557743],[0.],[0.]
286,[0.05923953],[2405.18517604],3000000.0,[0.],[1.23309641e-08],[1.83402581],[1168.28411179],[1035398.86396474],[1.87409657],[1.57631625e+08],[0.00975958],[0.0182904],[3284287.78200614],[1678066.33789903],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16327671],[0.13550579],[0.],[0.]
287,[0.05925765],[2405.18517604],3000000.0,[0.],[1.24113029e-08],[1.84091822],[1167.90530597],[1038250.99732656],[1.87361825],[1.5765843e+08],[0.00977762],[0.01831952],[3294274.01082301],[1683279.59364594],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16310617],[0.1354326],[0.],[0.]
288,[0.05927579],[2405.18517604],3000000.0,[0.],[1.24920549e-08],[1.84781455],[1167.52898671],[1041107.54949256],[1.87314303],[1.57683477e+08],[0.00979561],[0.01834857],[3304260.06901448],[1688496.18645657],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16293336],[0.13535787],[0.],[0.]
289,[0.05929396],[2405.18517604],3000000.0,[0.],[1.25732225e-08],[1.85471477],[1167.15511498],[1043968.54422417],[1.87267087],[1.57706766e+08],[0.00981356],[0.01837756],[3314245.95649081],[1693716.14285285],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16275831],[0.13528161],[0.],[0.]
290,[0.05931216],[2405.18517604],3000000.0,[0.],[1.26548083e-08],[1.86161889],[1166.78365208],[1046834.00538507],[1.8722017],[1.57728293e+08],[0.00983147],[0.01840649],[3324231.67314103],[1698939.48962925],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16258101],[0.13520383],[0.],[0.]
291,[0.05933038],[2405.18517604],3000000.0,[0.],[1.2736815e-08],[1.86852689],[1166.41455969],[1049703.95694576],[1.8717355],[1.57748058e+08],[0.00984933],[0.01843535],[3334217.21883284],[1704166.25385767],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16240147],[0.13512453],[0.],[0.]
292,[0.05934863],[2405.18517604],3000000.0,[0.],[1.28192451e-08],[1.87543876],[1166.04779977],[1052578.42298823],[1.87127219],[1.5776606e+08],[0.00986716],[0.01846414],[3344202.59341252],[1709396.46289245],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16221971],[0.13504373],[0.],[0.]
293,[0.05936691],[2405.18517604],3000000.0,[0.],[1.29021014e-08],[1.88235451],[1165.68333465],[1055457.42771061],[1.87081175],[1.57782295e+08],[0.00988495],[0.01849287],[3354187.7967048],[1714630.14437552],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16203573],[0.13496142],[0.],[0.]
294,[0.05938521],[2405.18517604],3000000.0,[0.],[1.29853864e-08],[1.88927416],[1165.3211862],[1058340.99543198],[1.87035412],[1.57796769e+08],[0.00990269],[0.01852154],[3364172.82851278],[1719867.32624163],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16184954],[0.13487763],[0.],[0.]
295,[0.05940354],[2405.18517604],3000000.0,[0.],[1.30691028e-08],[1.89619766],[1164.9612615],[1061229.15071689],[1.86989926],[1.57809473e+08],[0.0099204],[0.01855015],[3374157.6886178],[1725108.03672367],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16166115],[0.13479235],[0.],[0.]
296,[0.0594219],[2405.18517604],3000000.0,[0.],[1.31532535e-08],[1.90312502],[1164.60352171],[1064121.91814801],[1.86944711],[1.57820405e+08],[0.00993807],[0.01857869],[3384142.37677929],[1730352.30435815],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16147056],[0.13470559],[0.],[0.]
297,[0.05944029],[2405.18517604],3000000.0,[0.],[1.32378411e-08],[1.91005622],[1164.24793036],[1067019.32243932],[1.86899764],[1.57829564e+08],[0.00995569],[0.01860717],[3394126.89273463],[1735600.1579907],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16127779],[0.13461736],[0.],[0.]
298,[0.0594587],[2405.18517604],3000000.0,[0.],[1.33228685e-08],[1.91699125],[1163.89445125],[1069921.38844527],[1.8685508],[1.57836947e+08],[0.00997328],[0.01863558],[3404111.23619901],[1740851.62678178],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16108283],[0.13452766],[0.],[0.]
299,[0.05947715],[2405.18517604],3000000.0,[0.],[1.34083383e-08],[1.92393011],[1163.54304846],[1072828.14116582],[1.86810654],[1.57842551e+08],[0.00999083],[0.01866393],[3414095.40686528],[1746106.74021248],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1608857],[0.13443651],[0.],[0.]
300,[0.05949562],[2405.18517604],3000000.0,[0.],[1.34942536e-08],[1.9308728],[1163.19368635],[1075739.60575152],[1.86766483],[1.57846375e+08],[0.01000834],[0.01869222],[3424079.40440379],[1751365.52809044],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1606864],[0.13434391],[0.],[0.]
301,[0.05951413],[2405.18517604],3000000.0,[0.],[1.3580617e-08],[1.9378193],[1162.84632952],[1078655.80750877],[1.8672256],[1.57848416e+08],[0.01002581],[0.01872045],[3434063.2284622],[1756628.0205559],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16048494],[0.13424986],[0.],[0.]
302,[0.05953266],[2405.18517604],3000000.0,[0.],[1.36674316e-08],[1.9447696],[1162.50094284],[1081576.77190496],[1.86678883],[1.57848671e+08],[0.01004324],[0.01874862],[3444046.87866532],[1761894.2480879],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16028132],[0.13415438],[0.],[0.]
303,[0.05955123],[2405.18517604],3000000.0,[0.],[1.37547003e-08],[1.95172371],[1162.15749144],[1084502.52457388],[1.86635446],[1.57847139e+08],[0.01006064],[0.01877672],[3454030.35461491],[1767164.24151057],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16007555],[0.13405746],[0.],[0.]
304,[0.05956982],[2405.18517604],3000000.0,[0.],[1.3842426e-08],[1.95868161],[1161.81594066],[1087433.0913211],[1.86592246],[1.57843816e+08],[0.010078],[0.01880476],[3464013.65588946],[1772438.03199961],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15986764],[0.13395912],[0.],[0.]
305,[0.05958845],[2405.18517604],3000000.0,[0.],[1.39306117e-08],[1.96564329],[1161.47625611],[1090368.4981294],[1.86549278],[1.57838699e+08],[0.01009532],[0.01883274],[3473996.78204401],[1777715.65108889],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1596576],[0.13385935],[0.],[0.]
306,[0.05960711],[2405.18517604],3000000.0,[0.],[1.40192604e-08],[1.97260876],[1161.1384036],[1093308.77116445],[1.86506537],[1.57831787e+08],[0.0101126],[0.01886066],[3483979.73260991],[1782997.13067718],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15944542],[0.13375818],[0.],[0.]
307,[0.05962581],[2405.18517604],3000000.0,[0.],[1.41083751e-08],[1.979578],[1160.80234916],[1096253.93678034],[1.8646402],[1.57823077e+08],[0.01012985],[0.01888852],[3493962.50709462],[1788282.50303509],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15923111],[0.13365559],[0.],[0.]
308,[0.05964453],[2405.18517604],3000000.0,[0.],[1.41979591e-08],[1.986551],[1160.46805904],[1099204.02152541],[1.86421722],[1.57812564e+08],[0.01014706],[0.01891632],[3503945.10498142],[1793571.80081209],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15901468],[0.13355161],[0.],[0.]
309,[0.05966329],[2405.18517604],3000000.0,[0.],[1.42880153e-08],[1.99352777],[1160.13549971],[1102159.05214806],[1.8637964],[1.57800247e+08],[0.01016423],[0.01894405],[3513927.52572919],[1798865.05704377],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15879613],[0.13344622],[0.],[0.]
310,[0.05968208],[2405.18517604],3000000.0,[0.],[1.43785469e-08],[2.00050829],[1159.80463781],[1105119.05560268],[1.86337768],[1.57786123e+08],[0.01018136],[0.01897172],[3523909.76877217],[1804162.30515918],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15857547],[0.13333945],[0.],[0.]
311,[0.05970091],[2405.18517604],3000000.0,[0.],[1.44695571e-08],[2.00749255],[1159.47544018],[1108084.05905568],[1.86296102],[1.57770188e+08],[0.01019846],[0.01899934],[3533891.83351962],[1809463.57898843],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1583527],[0.13323129],[0.],[0.]
312,[0.05971976],[2405.18517604],3000000.0,[0.],[1.45610492e-08],[2.01448056],[1159.14787386],[1111054.08989167],[1.8625464],[1.57752439e+08],[0.01021553],[0.01902689],[3543873.71935563],[1814768.9127704],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15812783],[0.13312174],[0.],[0.]
313,[0.05973866],[2405.18517604],3000000.0,[0.],[1.46530263e-08],[2.02147236],[1158.82197881],[1114029.17571964],[1.86213375],[1.57732881e+08],[0.01023255],[0.01905438],[3553855.42563873],[1820078.34116066],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15790086],[0.13301082],[0.],[0.]
314,[0.05975759],[2405.18517604],3000000.0,[0.],[1.47454919e-08],[2.02846788],[1158.49765236],[1117009.34453931],[1.86172305],[1.57711503e+08],[0.01024955],[0.01908182],[3563836.9517017],[1825391.89923963],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15767178],[0.13289853],[0.],[0.]
315,[0.05977655],[2405.18517604],3000000.0,[0.],[1.48384492e-08],[2.03546713],[1158.17486064],[1119994.62443416],[1.86131425],[1.57688301e+08],[0.0102665],[0.01910919],[3573818.29685112],[1830709.62252081],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15744062],[0.13278487],[0.],[0.]
316,[0.05979555],[2405.18517604],3000000.0,[0.],[1.49319015e-08],[2.04247009],[1157.85357134],[1122985.04372837],[1.86090731],[1.57663272e+08],[0.01028343],[0.0191365],[3583799.46036709],[1836031.54695928],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15720736],[0.13266985],[0.],[0.]
317,[0.05981459],[2405.18517604],3000000.0,[0.],[1.50258523e-08],[2.04947677],[1157.53375233],[1125980.63099672],[1.8605022],[1.57636411e+08],[0.01030031],[0.01916376],[3593780.4415029],[1841357.7089604],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15697202],[0.13255347],[0.],[0.]
318,[0.05983366],[2405.18517604],3000000.0,[0.],[1.51203051e-08],[2.05648715],[1157.21537159],[1128981.41507141],[1.86009886],[1.57607716e+08],[0.01031717],[0.01919095],[3603761.23948467],[1846688.14538874],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1567346],[0.13243574],[0.],[0.]
319,[0.05985277],[2405.18517604],3000000.0,[0.],[1.52152633e-08],[2.06350123],[1156.89839725],[1131987.42504904],[1.85969727],[1.57577182e+08],[0.01033398],[0.01921808],[3613741.85351094],[1852022.89357722],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15649509],[0.13231665],[0.],[0.]
320,[0.05987192],[2405.18517604],3000000.0,[0.],[1.53107304e-08],[2.070519],[1156.58279759],[1134998.6902977],[1.85929738],[1.57544806e+08],[0.01035077],[0.01924516],[3623722.28275235],[1857361.99133641],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1562535],[0.13219623],[0.],[0.]
321,[0.0598911],[2405.18517604],3000000.0,[0.],[1.54067101e-08],[2.07754045],[1156.26854098],[1138015.24046426],[1.85889915],[1.57510584e+08],[0.01036752],[0.01927217],[3633702.52635118],[1862705.47696419],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15600984],[0.13207446],[0.],[0.]
322,[0.05991033],[2405.18517604],3000000.0,[0.],[1.55032059e-08],[2.08456559],[1155.95559594],[1141037.10548176],[1.85850254],[1.57474511e+08],[0.01038424],[0.01929913],[3643682.58342097],[1868053.38925552],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1557641],[0.13195135],[0.],[0.]
323,[0.05992959],[2405.18517604],3000000.0,[0.],[1.56002214e-08],[2.09159441],[1155.64393107],[1144064.31557699],[1.85810751],[1.57436583e+08],[0.01040092],[0.01932602],[3653662.45304608],[1873405.76751254],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15551628],[0.13182691],[0.],[0.]
324,[0.05994889],[2405.18517604],3000000.0,[0.],[1.56977604e-08],[2.09862689],[1155.33351511],[1147096.90127813],[1.85771403],[1.57396797e+08],[0.01041757],[0.01935286],[3663642.13428123],[1878762.6515549],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1552664],[0.13170114],[0.],[0.]
325,[0.05996823],[2405.18517604],3000000.0,[0.],[1.57958267e-08],[2.10566303],[1155.02431687],[1150134.89342273],[1.85732205],[1.57355147e+08],[0.01043419],[0.01937964],[3673621.62615106],[1884124.08173035],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15501445],[0.13157404],[0.],[0.]
326,[0.05998761],[2405.18517604],3000000.0,[0.],[1.58944239e-08],[2.11270284],[1154.71630526],[1153178.32316568],[1.85693153],[1.57311629e+08],[0.01045077],[0.01940636],[3683600.92764963],[1889490.09892559],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15476042],[0.13144562],[0.],[0.]
327,[0.06000703],[2405.18517604],3000000.0,[0.],[1.59935559e-08],[2.1197463],[1154.40944928],[1156227.22198742],[1.85654244],[1.57266238e+08],[0.01046732],[0.01943302],[3693580.03773996],[1894860.74457746],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15450433],[0.13131588],[0.],[0.]
328,[0.0600265],[2405.18517604],3000000.0,[0.],[1.60932267e-08],[2.1267934],[1154.10371799],[1159281.62170242],[1.85615474],[1.57218971e+08],[0.01048384],[0.01945963],[3703558.95535346],[1900236.06068432],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15424617],[0.13118482],[0.],[0.]
329,[0.060046],[2405.18517604],3000000.0,[0.],[1.61934401e-08],[2.13384415],[1153.79908053],[1162341.55446768],[1.85576838],[1.57169822e+08],[0.01050033],[0.01948617],[3713537.67938944],[1905616.0898178],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15398595],[0.13105244],[0.],[0.]
330,[0.06006555],[2405.18517604],3000000.0,[0.],[1.62942001e-08],[2.14089854],[1153.49550612],[1165407.05279156],[1.85538334],[1.57118786e+08],[0.01051678],[0.01951266],[3723516.20871454],[1911000.8751349],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15372366],[0.13091876],[0.],[0.]
331,[0.06008514],[2405.18517604],3000000.0,[0.],[1.63955107e-08],[2.1479566],[1153.1930147],[1168478.14954272],[1.85499956],[1.57065864e+08],[0.01053321],[0.01953909],[3733494.54216217],[1916390.46039028],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1534593],[0.13078377],[0.],[0.]
332,[0.06010477],[2405.18517604],3000000.0,[0.],[1.6497376e-08],[2.15501831],[1152.89156117],[1171554.87807951],[1.85461702],[1.5701105e+08],[0.0105496],[0.01956546],[3743472.67853192],[1921784.88994903],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15319287],[0.13064747],[0.],[0.]
333,[0.06012444],[2405.18517604],3000000.0,[0.],[1.65998001e-08],[2.16208365],[1152.59107991],[1174637.27210569],[1.85423567],[1.56954334e+08],[0.01056596],[0.01959178],[3753450.61658896],[1927184.20879969],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15292438],[0.13050986],[0.],[0.]
334,[0.06014416],[2405.18517604],3000000.0,[0.],[1.67027873e-08],[2.16915261],[1152.29154029],[1177725.36563053],[1.85385547],[1.5689571e+08],[0.01058229],[0.01961803],[3763428.35506334],[1932588.4625676],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15265381],[0.13037096],[0.],[0.]
335,[0.06016392],[2405.18517604],3000000.0,[0.],[1.68063417e-08],[2.17622519],[1151.99291175],[1180819.19306171],[1.85347639],[1.56835174e+08],[0.01059859],[0.01964423],[3773405.89264936],[1937997.69752868],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15238118],[0.13023076],[0.],[0.]
336,[0.06018373],[2405.18517604],3000000.0,[0.],[1.69104677e-08],[2.18330138],[1151.69516371],[1183918.78921541],[1.85309839],[1.56772719e+08],[0.01061486],[0.01967037],[3783383.22800492],[1943411.96062359],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15210648],[0.13008926],[0.],[0.]
337,[0.06020359],[2405.18517604],3000000.0,[0.],[1.70151695e-08],[2.19038117],[1151.39826564],[1187024.18932666],[1.85272143],[1.5670834e+08],[0.01063109],[0.01969645],[3793360.35975079],[1948831.29947221],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1518297],[0.12994646],[0.],[0.]
338,[0.06022349],[2405.18517604],3000000.0,[0.],[1.71204516e-08],[2.19746457],[1151.102187],[1190135.4290599],[1.85234547],[1.56642031e+08],[0.0106473],[0.01972248],[3803337.28646988],[1954255.76238862],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15155085],[0.12980237],[0.],[0.]
339,[0.06024343],[2405.18517604],3000000.0,[0.],[1.72263184e-08],[2.20455156],[1150.80689725],[1193252.54451988],[1.85197047],[1.56573786e+08],[0.01066348],[0.01974845],[3813314.00670649],[1959685.39839643],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15126993],[0.12965699],[0.],[0.]
340,[0.06026343],[2405.18517604],3000000.0,[0.],[1.73327745e-08],[2.21164215],[1150.51236584],[1196375.57226278],[1.85159639],[1.56503598e+08],[0.01067963],[0.01977436],[3823290.51896552],[1965120.25724459],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15098693],[0.12951032],[0.],[0.]
341,[0.06028347],[2405.18517604],3000000.0,[0.],[1.74398245e-08],[2.21873633],[1150.21856221],[1199504.5493076],[1.8512232],[1.56431463e+08],[0.01069575],[0.01980021],[3833266.82171166],[1970560.38942362],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15070184],[0.12936236],[0.],[0.]
342,[0.06030355],[2405.18517604],3000000.0,[0.],[1.75474729e-08],[2.2258341],[1149.92545577],[1202639.51314792],[1.85085086],[1.56357372e+08],[0.01071184],[0.01982601],[3843242.91336855],[1976005.8461823],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15041467],[0.12921311],[0.],[0.]
343,[0.06032369],[2405.18517604],3000000.0,[0.],[1.76557245e-08],[2.23293544],[1149.63301592],[1205780.50176386],[1.85047932],[1.56281321e+08],[0.0107279],[0.01985175],[3853218.79231792],[1981456.67954491],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15012542],[0.12906258],[0.],[0.]
344,[0.06034388],[2405.18517604],3000000.0,[0.],[1.7764584e-08],[2.24004037],[1149.341212],[1208927.55363447],[1.85010856],[1.56203301e+08],[0.01074393],[0.01987743],[3863194.45689864],[1986912.94232886],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14983408],[0.12891076],[0.],[0.]
